entity,character,entity_type,context
Dark,LAURENTIUS OF THE GREAT SWAMP,GPE,"The Depths
The Depths
Entering his general vicinity
…You!
…Yes, you!
…Here, over here!
…Please…
…You must help me…
Entering his general vicinity
…You!
…Yes, you!
…Here, over here!
…Please…
…You must h..."
Dark,LAURENTIUS OF THE GREAT SWAMP,GPE,"The Depths
The Depths
Entering his general vicinity
…You!
…Yes, you!
…Here, over here!
…Please…
…You must help me…
Entering his general vicinity
…You!
…Yes, you!
…Here, over here!
…Please…
…You must h..."
Dark,LAURENTIUS OF THE GREAT SWAMP,GPE,"The Depths
The Depths
Entering his general vicinity
…You!
…Yes, you!
…Here, over here!
…Please…
…You must help me…
Entering his general vicinity
…You!
…Yes, you!
…Here, over here!
…Please…
…You must h..."
Dark,LAURENTIUS OF THE GREAT SWAMP,GPE,"The Depths
The Depths
Entering his general vicinity
…You!
…Yes, you!
…Here, over here!
…Please…
…You must help me…
Entering his general vicinity
…You!
…Yes, you!
…Here, over here!
…Please…
…You must h..."
Seek Anor Londo,DARKSTALKER KAATHE,PERSON,"First time speaking
Greetings Undead Warrior
I am the Primordial Serpent Darkstalker Kaathe
I can guide thee, and illuminate the truth.
Undead Warrior, conqueror of the Four Kings, is this not your wi..."
Seek Anor Londo,DARKSTALKER KAATHE,PERSON,"First time speaking
Greetings Undead Warrior
I am the Primordial Serpent Darkstalker Kaathe
I can guide thee, and illuminate the truth.
Undead Warrior, conqueror of the Four Kings, is this not your wi..."
Seek Anor Londo,DARKSTALKER KAATHE,PERSON,"First time speaking
Greetings Undead Warrior
I am the Primordial Serpent Darkstalker Kaathe
I can guide thee, and illuminate the truth.
Undead Warrior, conqueror of the Four Kings, is this not your wi..."
Seek Anor Londo,DARKSTALKER KAATHE,PERSON,"First time speaking
Greetings Undead Warrior
I am the Primordial Serpent Darkstalker Kaathe
I can guide thee, and illuminate the truth.
Undead Warrior, conqueror of the Four Kings, is this not your wi..."
Gwyn,DARKSTALKER KAATHE,ORG,"First time speaking
Greetings Undead Warrior
I am the Primordial Serpent Darkstalker Kaathe
I can guide thee, and illuminate the truth.
Undead Warrior, conqueror of the Four Kings, is this not your wi..."
Gwyn,DARKSTALKER KAATHE,ORG,"First time speaking
Greetings Undead Warrior
I am the Primordial Serpent Darkstalker Kaathe
I can guide thee, and illuminate the truth.
Undead Warrior, conqueror of the Four Kings, is this not your wi..."
Gwyn,DARKSTALKER KAATHE,ORG,"First time speaking
Greetings Undead Warrior
I am the Primordial Serpent Darkstalker Kaathe
I can guide thee, and illuminate the truth.
Undead Warrior, conqueror of the Four Kings, is this not your wi..."
Gwyn,DARKSTALKER KAATHE,ORG,"First time speaking
Greetings Undead Warrior
I am the Primordial Serpent Darkstalker Kaathe
I can guide thee, and illuminate the truth.
Undead Warrior, conqueror of the Four Kings, is this not your wi..."
Gwyn,DARKSTALKER KAATHE,ORG,"First time speaking
Greetings Undead Warrior
I am the Primordial Serpent Darkstalker Kaathe
I can guide thee, and illuminate the truth.
Undead Warrior, conqueror of the Four Kings, is this not your wi..."
Gwyn,DARKSTALKER KAATHE,ORG,"First time speaking
Greetings Undead Warrior
I am the Primordial Serpent Darkstalker Kaathe
I can guide thee, and illuminate the truth.
Undead Warrior, conqueror of the Four Kings, is this not your wi..."
Gwyn,DARKSTALKER KAATHE,ORG,"First time speaking
Greetings Undead Warrior
I am the Primordial Serpent Darkstalker Kaathe
I can guide thee, and illuminate the truth.
Undead Warrior, conqueror of the Four Kings, is this not your wi..."
Gwyn,DARKSTALKER KAATHE,ORG,"First time speaking
Greetings Undead Warrior
I am the Primordial Serpent Darkstalker Kaathe
I can guide thee, and illuminate the truth.
Undead Warrior, conqueror of the Four Kings, is this not your wi..."
Gwyn,DARKSTALKER KAATHE,ORG,"First time speaking
Greetings Undead Warrior
I am the Primordial Serpent Darkstalker Kaathe
I can guide thee, and illuminate the truth.
Undead Warrior, conqueror of the Four Kings, is this not your wi..."
Gwyn,DARKSTALKER KAATHE,ORG,"First time speaking
Greetings Undead Warrior
I am the Primordial Serpent Darkstalker Kaathe
I can guide thee, and illuminate the truth.
Undead Warrior, conqueror of the Four Kings, is this not your wi..."
Gwyn,KINGSEEKER FRAMPT,ORG,"After ringing the first Bell of Awakening, when you walk over the pool area
Hrng… Hrngg…
After ringing the first Bell of Awakening, when you walk over the pool area
Hrng… Hrngg…
After ringing the firs..."
Gwyn,KINGSEEKER FRAMPT,ORG,"After ringing the first Bell of Awakening, when you walk over the pool area
Hrng… Hrngg…
After ringing the first Bell of Awakening, when you walk over the pool area
Hrng… Hrngg…
After ringing the firs..."
Gwyn,KINGSEEKER FRAMPT,ORG,"After ringing the first Bell of Awakening, when you walk over the pool area
Hrng… Hrngg…
After ringing the first Bell of Awakening, when you walk over the pool area
Hrng… Hrngg…
After ringing the firs..."
Gwyn,KINGSEEKER FRAMPT,ORG,"After ringing the first Bell of Awakening, when you walk over the pool area
Hrng… Hrngg…
After ringing the first Bell of Awakening, when you walk over the pool area
Hrng… Hrngg…
After ringing the firs..."
Gwyn,KINGSEEKER FRAMPT,ORG,"After ringing the first Bell of Awakening, when you walk over the pool area
Hrng… Hrngg…
After ringing the first Bell of Awakening, when you walk over the pool area
Hrng… Hrngg…
After ringing the firs..."
Gwyn,KINGSEEKER FRAMPT,ORG,"After ringing the first Bell of Awakening, when you walk over the pool area
Hrng… Hrngg…
After ringing the first Bell of Awakening, when you walk over the pool area
Hrng… Hrngg…
After ringing the firs..."
Gwyn,LADY OF THE DARKLING,ORG,"Speak to her for the first time
Well, you are a rare visitor.
Welcome to the lost city of Anor Londo, chosen Undead.
If you seek Lord Gwyn's old keep,
exit here and head straight yonder.
If you are th..."
Gwyn,LADY OF THE DARKLING,ORG,"Speak to her for the first time
Well, you are a rare visitor.
Welcome to the lost city of Anor Londo, chosen Undead.
If you seek Lord Gwyn's old keep,
exit here and head straight yonder.
If you are th..."
Abyss,DARKSTALKER KAATHE,PERSON,"First time speaking
Greetings Undead Warrior
I am the Primordial Serpent Darkstalker Kaathe
I can guide thee, and illuminate the truth.
Undead Warrior, conqueror of the Four Kings, is this not your wi..."
Abyss,DARKSTALKER KAATHE,PERSON,"First time speaking
Greetings Undead Warrior
I am the Primordial Serpent Darkstalker Kaathe
I can guide thee, and illuminate the truth.
Undead Warrior, conqueror of the Four Kings, is this not your wi..."
Abyss,DARKSTALKER KAATHE,PERSON,"First time speaking
Greetings Undead Warrior
I am the Primordial Serpent Darkstalker Kaathe
I can guide thee, and illuminate the truth.
Undead Warrior, conqueror of the Four Kings, is this not your wi..."
Abyss,DARKSTALKER KAATHE,PERSON,"First time speaking
Greetings Undead Warrior
I am the Primordial Serpent Darkstalker Kaathe
I can guide thee, and illuminate the truth.
Undead Warrior, conqueror of the Four Kings, is this not your wi..."
Abyss,DARKSTALKER KAATHE,PERSON,"First time speaking
Greetings Undead Warrior
I am the Primordial Serpent Darkstalker Kaathe
I can guide thee, and illuminate the truth.
Undead Warrior, conqueror of the Four Kings, is this not your wi..."
Abyss,DARKSTALKER KAATHE,PERSON,"First time speaking
Greetings Undead Warrior
I am the Primordial Serpent Darkstalker Kaathe
I can guide thee, and illuminate the truth.
Undead Warrior, conqueror of the Four Kings, is this not your wi..."
Abyss,DARKSTALKER KAATHE,PERSON,"First time speaking
Greetings Undead Warrior
I am the Primordial Serpent Darkstalker Kaathe
I can guide thee, and illuminate the truth.
Undead Warrior, conqueror of the Four Kings, is this not your wi..."
Abyss,DARKSTALKER KAATHE,PERSON,"First time speaking
Greetings Undead Warrior
I am the Primordial Serpent Darkstalker Kaathe
I can guide thee, and illuminate the truth.
Undead Warrior, conqueror of the Four Kings, is this not your wi..."
Abyss,DARKSTALKER KAATHE,PERSON,"First time speaking
Greetings Undead Warrior
I am the Primordial Serpent Darkstalker Kaathe
I can guide thee, and illuminate the truth.
Undead Warrior, conqueror of the Four Kings, is this not your wi..."
Abyss,DARKSTALKER KAATHE,PERSON,"First time speaking
Greetings Undead Warrior
I am the Primordial Serpent Darkstalker Kaathe
I can guide thee, and illuminate the truth.
Undead Warrior, conqueror of the Four Kings, is this not your wi..."
Abyss,DARKSTALKER KAATHE,PERSON,"First time speaking
Greetings Undead Warrior
I am the Primordial Serpent Darkstalker Kaathe
I can guide thee, and illuminate the truth.
Undead Warrior, conqueror of the Four Kings, is this not your wi..."
Abyss,DARKSTALKER KAATHE,PERSON,"First time speaking
Greetings Undead Warrior
I am the Primordial Serpent Darkstalker Kaathe
I can guide thee, and illuminate the truth.
Undead Warrior, conqueror of the Four Kings, is this not your wi..."
Abyss,DARKSTALKER KAATHE,PERSON,"First time speaking
Greetings Undead Warrior
I am the Primordial Serpent Darkstalker Kaathe
I can guide thee, and illuminate the truth.
Undead Warrior, conqueror of the Four Kings, is this not your wi..."
Abyss,DARKSTALKER KAATHE,PERSON,"First time speaking
Greetings Undead Warrior
I am the Primordial Serpent Darkstalker Kaathe
I can guide thee, and illuminate the truth.
Undead Warrior, conqueror of the Four Kings, is this not your wi..."
Abyss,DUSK OF OOLACILE,PERSON,"Darkroot Basin
Darkroot Basin
Speak to her after you kill the Golden Crystal Golem
So, it is thou who rescueth me?
Most graciuous. I am deeply obliged.
I am Dusk of Oolacile.
I cometh from an age long..."
Abyss,DUSK OF OOLACILE,PERSON,"Darkroot Basin
Darkroot Basin
Speak to her after you kill the Golden Crystal Golem
So, it is thou who rescueth me?
Most graciuous. I am deeply obliged.
I am Dusk of Oolacile.
I cometh from an age long..."
Abyss,DUSK OF OOLACILE,PERSON,"Darkroot Basin
Darkroot Basin
Speak to her after you kill the Golden Crystal Golem
So, it is thou who rescueth me?
Most graciuous. I am deeply obliged.
I am Dusk of Oolacile.
I cometh from an age long..."
Abyss,DUSK OF OOLACILE,PERSON,"Darkroot Basin
Darkroot Basin
Speak to her after you kill the Golden Crystal Golem
So, it is thou who rescueth me?
Most graciuous. I am deeply obliged.
I am Dusk of Oolacile.
I cometh from an age long..."
Abyss,DUSK OF OOLACILE,PERSON,"Darkroot Basin
Darkroot Basin
Speak to her after you kill the Golden Crystal Golem
So, it is thou who rescueth me?
Most graciuous. I am deeply obliged.
I am Dusk of Oolacile.
I cometh from an age long..."
Abyss,DUSK OF OOLACILE,PERSON,"Darkroot Basin
Darkroot Basin
Speak to her after you kill the Golden Crystal Golem
So, it is thou who rescueth me?
Most graciuous. I am deeply obliged.
I am Dusk of Oolacile.
I cometh from an age long..."
Abyss,DUSK OF OOLACILE,PERSON,"Darkroot Basin
Darkroot Basin
Speak to her after you kill the Golden Crystal Golem
So, it is thou who rescueth me?
Most graciuous. I am deeply obliged.
I am Dusk of Oolacile.
I cometh from an age long..."
Abyss,DUSK OF OOLACILE,PERSON,"Darkroot Basin
Darkroot Basin
Speak to her after you kill the Golden Crystal Golem
So, it is thou who rescueth me?
Most graciuous. I am deeply obliged.
I am Dusk of Oolacile.
I cometh from an age long..."
Abyss,DUSK OF OOLACILE,PERSON,"Darkroot Basin
Darkroot Basin
Speak to her after you kill the Golden Crystal Golem
So, it is thou who rescueth me?
Most graciuous. I am deeply obliged.
I am Dusk of Oolacile.
I cometh from an age long..."
Abyss,DUSK OF OOLACILE,PERSON,"Darkroot Basin
Darkroot Basin
Speak to her after you kill the Golden Crystal Golem
So, it is thou who rescueth me?
Most graciuous. I am deeply obliged.
I am Dusk of Oolacile.
I cometh from an age long..."
Abyss,DUSK OF OOLACILE,PERSON,"Darkroot Basin
Darkroot Basin
Speak to her after you kill the Golden Crystal Golem
So, it is thou who rescueth me?
Most graciuous. I am deeply obliged.
I am Dusk of Oolacile.
I cometh from an age long..."
Abyss,DUSK OF OOLACILE,PERSON,"Darkroot Basin
Darkroot Basin
Speak to her after you kill the Golden Crystal Golem
So, it is thou who rescueth me?
Most graciuous. I am deeply obliged.
I am Dusk of Oolacile.
I cometh from an age long..."
Abyss,ELIZABETH,PERSON,"First time speaking
Well, look at this one
From what far-away age hast thou come?
Thy Scent is very human, indeed.
…But, not intolerable…
Ah, Prince Dusk's saviour.
Thine aura is precisely as she desc..."
Abyss,ELIZABETH,PERSON,"First time speaking
Well, look at this one
From what far-away age hast thou come?
Thy Scent is very human, indeed.
…But, not intolerable…
Ah, Prince Dusk's saviour.
Thine aura is precisely as she desc..."
Abyss,ELIZABETH,PERSON,"First time speaking
Well, look at this one
From what far-away age hast thou come?
Thy Scent is very human, indeed.
…But, not intolerable…
Ah, Prince Dusk's saviour.
Thine aura is precisely as she desc..."
Abyss,ELIZABETH,PERSON,"First time speaking
Well, look at this one
From what far-away age hast thou come?
Thy Scent is very human, indeed.
…But, not intolerable…
Ah, Prince Dusk's saviour.
Thine aura is precisely as she desc..."
Abyss,ELIZABETH,PERSON,"First time speaking
Well, look at this one
From what far-away age hast thou come?
Thy Scent is very human, indeed.
…But, not intolerable…
Ah, Prince Dusk's saviour.
Thine aura is precisely as she desc..."
Abyss,ELIZABETH,PERSON,"First time speaking
Well, look at this one
From what far-away age hast thou come?
Thy Scent is very human, indeed.
…But, not intolerable…
Ah, Prince Dusk's saviour.
Thine aura is precisely as she desc..."
Abyss,HAWKEYE GOUGH,PERSON,"(First encounter)
Hm? A visitor, have we?
Thou must be the one who freed Artorias.
An old friend he was, and thanks to thee…
He left this world with honour intact.
…And here I am, retired and blind.
O..."
Abyss,HAWKEYE GOUGH,PERSON,"(First encounter)
Hm? A visitor, have we?
Thou must be the one who freed Artorias.
An old friend he was, and thanks to thee…
He left this world with honour intact.
…And here I am, retired and blind.
O..."
Abyss,HAWKEYE GOUGH,PERSON,"(First encounter)
Hm? A visitor, have we?
Thou must be the one who freed Artorias.
An old friend he was, and thanks to thee…
He left this world with honour intact.
…And here I am, retired and blind.
O..."
Abyss,HAWKEYE GOUGH,PERSON,"(First encounter)
Hm? A visitor, have we?
Thou must be the one who freed Artorias.
An old friend he was, and thanks to thee…
He left this world with honour intact.
…And here I am, retired and blind.
O..."
Abyss,HAWKEYE GOUGH,PERSON,"(First encounter)
Hm? A visitor, have we?
Thou must be the one who freed Artorias.
An old friend he was, and thanks to thee…
He left this world with honour intact.
…And here I am, retired and blind.
O..."
Abyss,HAWKEYE GOUGH,PERSON,"(First encounter)
Hm? A visitor, have we?
Thou must be the one who freed Artorias.
An old friend he was, and thanks to thee…
He left this world with honour intact.
…And here I am, retired and blind.
O..."
